Compound Name, 14 01a, 14 02a, 14 03a, 14 04a, 14 05a, 14 06a, 14 07a, 14 08a, 14 09a, 14 10a, 14 11a, 14 12a, 14 13a, 14 14a, 14 15a, 14 16a, 14 17a, 14 18a, 14 19a, 14 20a, 14 21a, 14 22a, 14 23a, 14 24a, 14 25a, 14 26a, 14 27a, 14 28a, 14 29a, 14 30a, 14 31a, 14 32a, 14 33a, 14 34a, 14 36a, 14 01b, 14 02b, 14 03b, 14 04b, 14 05b, 14 06b, 14 07b, 14 08b, 14 09b, 14 10b, 14 11b, 14 12b, 14 13b, 14 14b, 14 15b, 14 16b, 14 17b, 14 18b, 14 19b, 14 20b, 14 21b, 14 22b, 14 23b, 14 24b, 14 25b, 14 26b, 14 27b, 14 28b, 14 29b, 14 30b, 14 31b, 14 32b, 14 33b, 14 34b, 14 36b, 14 01c, 14 02c, 14 03c, 14 04c, 14 05c, 14 06c, 14 07c, 14 08c, 14 09c, 14 10c, 14 11c, 14 12c, 14 13c, 14 14c, 14 15c, 14 16c, 14 17c, 14 18c, 14 19c, 14 20c, 14 21c, 14 22c, 14 23c, 14 24c, 14 25c, 14 26c, 14 27c, 14 28c, 14 29c, 14 30c, 14 31c, 14 32c, 14 33c, 14 34c, 14 36c
690_4.51_192.136,469688.3,429538.7,600,600,443650.6,270972.5,355591.9,412722.5,416950.6,361828.2,600,600,469932,600,329664.8,379855,600,600,600,451586.1,600,316148.7,600,370511.6,385754.5,600,600,429692.1,600,424681.9,600,351644.5,390167.7,600,453735.8,469688.3,429538.7,600,600,443650.6,270972.5,355591.9,412722.5,416950.6,361828.2,600,600,469932,600,329664.8,379855,600,600,600,451586.1,600,316148.7,600,370511.6,385754.5,600,600,429692.1,600,424681.9,600,351644.5,390167.7,600,453735.8,469688.3,429538.7,600,600,443650.6,270972.5,355591.9,412722.5,416950.6,361828.2,600,600,469932,600,329664.8,379855,600,600,600,451586.1,600,316148.7,600,370511.6,385754.5,600,600,429692.1,600,424681.9,600,351644.5,390167.7,600,453735.8
691_4.489_192.1361,655815.5,600,600,600,784969.3,600,600,600,600,717436.1,600,883512.3,600,645575.7,600,1139720,986939.8,649466.2,1029419,924326.6,600,600,600,600,1297847,600,600,831085.8,600,600,600,600,600,600,600,655815.5,600,600,600,784969.3,600,600,600,600,717436.1,600,883512.3,600,645575.7,600,1139720,986939.8,649466.2,1029419,924326.6,600,600,600,600,1297847,600,600,831085.8,600,600,600,600,600,600,600,655815.5,600,600,600,784969.3,600,600,600,600,717436.1,600,883512.3,600,645575.7,600,1139720,986939.8,649466.2,1029419,924326.6,600,600,600,600,1297847,600,600,831085.8,600,600,600,600,600,600,600
692_4.444_192.1361,600,600,1652686,600,1438549,600,1443054,600,600,600,600,600,600,600,600,1627565,600,1855853,600,600,600,600,600,600,1252545,600,600,600,600,600,600,600,600,600,600,600,600,1652686,600,1438549,600,1443054,600,600,600,600,600,600,600,600,1627565,600,1855853,600,600,600,600,600,600,1252545,600,600,600,600,600,600,600,600,600,600,600,600,1652686,600,1438549,600,1443054,600,600,600,600,600,600,600,600,1627565,600,1855853,600,600,600,600,600,600,1252545,600,600,600,600,600,600,600,600,600,600
693_4.446_192.1362,183107.7,600,486429.5,600,600,610590.1,600,600,600,600,600,600,600,600,600,600,604155.8,616432.4,530643.1,600,600,600,593618.3,600,600,618769.3,600,187412.7,600,439152.3,600,600,600,600,468747.3,183107.7,600,486429.5,600,600,610590.1,600,600,600,600,600,600,600,600,600,600,604155.8,616432.4,530643.1,600,600,600,593618.3,600,600,618769.3,600,187412.7,600,439152.3,600,600,600,600,468747.3,183107.7,600,486429.5,600,600,610590.1,600,600,600,600,600,600,600,600,600,600,604155.8,616432.4,530643.1,600,600,600,593618.3,600,600,618769.3,600,187412.7,600,439152.3,600,600,600,600,468747.3
694_4.535_192.1363,600,600,935826.3,600,600,793139.4,1014492,912654.6,600,842564.3,600,747405.3,600,886611.5,600,600,600,1113217,1023384,1046327,833859,600,688590.6,600,600,657115.3,600,785121.3,600,600,600,600,600,600,600,600,600,935826.3,600,600,793139.4,1014492,912654.6,600,842564.3,600,747405.3,600,886611.5,600,600,600,1113217,1023384,1046327,833859,600,688590.6,600,600,657115.3,600,785121.3,600,600,600,600,600,600,600,600,600,935826.3,600,600,793139.4,1014492,912654.6,600,842564.3,600,747405.3,600,886611.5,600,600,600,1113217,1023384,1046327,833859,600,688590.6,600,600,657115.3,600,785121.3,600,600,600,600,600,600,600
695_4.51_192.1363,159703.5,600,600,600,600,600,275083.3,600,249287.1,242481.9,164261.6,600,238814.8,271165.2,252981.3,600,600,600,600,228058.7,600,206714.5,264114.3,252957.4,600,600,153772.2,222666.9,177113.2,168831,193737.7,255538.9,600,156177.5,224120.8,159703.5,600,600,600,600,600,275083.3,600,249287.1,242481.9,164261.6,600,238814.8,271165.2,252981.3,600,600,600,600,228058.7,600,206714.5,264114.3,252957.4,600,600,153772.2,222666.9,177113.2,168831,193737.7,255538.9,600,156177.5,224120.8,159703.5,600,600,600,600,600,275083.3,600,249287.1,242481.9,164261.6,600,238814.8,271165.2,252981.3,600,600,600,600,228058.7,600,206714.5,264114.3,252957.4,600,600,153772.2,222666.9,177113.2,168831,193737.7,255538.9,600,156177.5,224120.8
696_4.656_192.1363,600,2642.128,511772,600,600,600,600,600,600,600,600,600,540706,600,600,600,584696.9,600,600,600,600,600,600,600,600,600,493735.7,600,68213.3,600,600,95988.05,600,600,600,600,2642.128,511772,600,600,600,600,600,600,600,600,600,540706,600,600,600,584696.9,600,600,600,600,600,600,600,600,600,493735.7,600,68213.3,600,600,95988.05,600,600,600,600,2642.128,511772,600,600,600,600,600,600,600,600,600,540706,600,600,600,584696.9,600,600,600,600,600,600,600,600,600,493735.7,600,68213.3,600,600,95988.05,600,600,600
697_4.367_192.1366,600,333339,600,600,25312.07,600,345489.5,600,600,600,600,332469.6,600,600,600,600,600,600,299847.8,600,600,600,600,600,600,280483.2,341256.8,600,600,600,600,600,335895.4,600,600,600,333339,600,600,25312.07,600,345489.5,600,600,600,600,332469.6,600,600,600,600,600,600,299847.8,600,600,600,600,600,600,280483.2,341256.8,600,600,600,600,600,335895.4,600,600,600,333339,600,600,25312.07,600,345489.5,600,600,600,600,332469.6,600,600,600,600,600,600,299847.8,600,600,600,600,600,600,280483.2,341256.8,600,600,600,600,600,335895.4,600,600
698_4.646_192.1375,600,600,600,600,600,600,859105.4,600,600,600,600,600,600,600,600,2681136,2134896,1956834,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,21204.06,600,600,600,600,600,600,600,859105.4,600,600,600,600,600,600,600,600,2681136,2134896,1956834,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,21204.06,600,600,600,600,600,600,600,859105.4,600,600,600,600,600,600,600,600,2681136,2134896,1956834,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,21204.06,600
699_3.471_193.1102,12085.77,600,600,277296.9,108762.6,49246.53,67965.98,600,126451.7,267695.9,165550.7,74316.06,600,53635.73,271917.2,108438.9,600,235752.6,90908.09,600,600,600,600,600,108169.8,102740.4,600,600,600,600,600,600,600,600,600,12085.77,600,600,277296.9,108762.6,49246.53,67965.98,600,126451.7,267695.9,165550.7,74316.06,600,53635.73,271917.2,108438.9,600,235752.6,90908.09,600,600,600,600,600,108169.8,102740.4,600,600,600,600,600,600,600,600,600,12085.77,600,600,277296.9,108762.6,49246.53,67965.98,600,126451.7,267695.9,165550.7,74316.06,600,53635.73,271917.2,108438.9,600,235752.6,90908.09,600,600,600,600,600,108169.8,102740.4,600,600,600,600,600,600,600,600,600
700_0.535_193.1103,600,623016.8,600,691462.5,87697.63,600,639905.1,717041.5,662934.6,123559.6,675233.3,600,609046.8,86346.65,687673.4,627467.4,95570.3,676294.3,96671.67,585512.3,640022.8,712433.4,706702.9,118545.6,600,665907.9,712285.4,658662.4,677677.4,657928.8,300717.3,669107.9,348224.6,289124.9,649397.6,600,623016.8,600,691462.5,87697.63,600,639905.1,717041.5,662934.6,123559.6,675233.3,600,609046.8,86346.65,687673.4,627467.4,95570.3,676294.3,96671.67,585512.3,640022.8,712433.4,706702.9,118545.6,600,665907.9,712285.4,658662.4,677677.4,657928.8,300717.3,669107.9,348224.6,289124.9,649397.6,600,623016.8,600,691462.5,87697.63,600,639905.1,717041.5,662934.6,123559.6,675233.3,600,609046.8,86346.65,687673.4,627467.4,95570.3,676294.3,96671.67,585512.3,640022.8,712433.4,706702.9,118545.6,600,665907.9,712285.4,658662.4,677677.4,657928.8,300717.3,669107.9,348224.6,289124.9,649397.6
701_1.759_193.1103,600,600,16054.82,600,600,600,600,193726.7,324497,177316.5,193382.2,600,600,600,600,215108.2,52372.89,223597,57760.1,600,600,212083.3,600,600,600,335583.1,441040.1,290673,421381.1,236261.8,184877.5,600,600,600,415461.2,600,600,16054.82,600,600,600,600,193726.7,324497,177316.5,193382.2,600,600,600,600,215108.2,52372.89,223597,57760.1,600,600,212083.3,600,600,600,335583.1,441040.1,290673,421381.1,236261.8,184877.5,600,600,600,415461.2,600,600,16054.82,600,600,600,600,193726.7,324497,177316.5,193382.2,600,600,600,600,215108.2,52372.89,223597,57760.1,600,600,212083.3,600,600,600,335583.1,441040.1,290673,421381.1,236261.8,184877.5,600,600,600,415461.2
702_2.514_193.1103,600,134786.1,600,95072.39,39873.37,600,65310.7,132576.4,172231.5,226673,600,172350.4,600,600,214275.1,162724.7,48245.81,208353.5,32799.68,226421.7,108527.6,600,190984,600,600,600,264569.1,218873.9,173920.2,600,135176,600,238894.3,165669,67258.76,600,134786.1,600,95072.39,39873.37,600,65310.7,132576.4,172231.5,226673,600,172350.4,600,600,214275.1,162724.7,48245.81,208353.5,32799.68,226421.7,108527.6,600,190984,600,600,600,264569.1,218873.9,173920.2,600,135176,600,238894.3,165669,67258.76,600,134786.1,600,95072.39,39873.37,600,65310.7,132576.4,172231.5,226673,600,172350.4,600,600,214275.1,162724.7,48245.81,208353.5,32799.68,226421.7,108527.6,600,190984,600,600,600,264569.1,218873.9,173920.2,600,135176,600,238894.3,165669,67258.76
703_0.289_193.1103,119086.1,600,139577.6,600,93819.7,40721.66,600,600,600,123624.6,600,600,600,92250.58,600,600,600,600,600,600,600,600,600,600,82425.97,600,600,600,600,600,342886.9,600,300793,285351.4,600,119086.1,600,139577.6,600,93819.7,40721.66,600,600,600,123624.6,600,600,600,92250.58,600,600,600,600,600,600,600,600,600,600,82425.97,600,600,600,600,600,342886.9,600,300793,285351.4,600,119086.1,600,139577.6,600,93819.7,40721.66,600,600,600,123624.6,600,600,600,92250.58,600,600,600,600,600,600,600,600,600,600,82425.97,600,600,600,600,600,342886.9,600,300793,285351.4,600
704_3.049_193.1104,600,870839.3,869581.2,600,1085120,887557.8,900970.5,667971.1,848486.2,987112.2,1011148,837297.8,907935.3,861025.3,898785.4,819090.4,815652.2,918316.6,941100.5,931969.1,988977.6,957135.1,863402.3,949223.4,906687.3,841331.1,919380.9,924647.3,1181828,873280.2,934806.8,856360.6,945405.3,825996.5,821249.1,600,870839.3,869581.2,600,1085120,887557.8,900970.5,667971.1,848486.2,987112.2,1011148,837297.8,907935.3,861025.3,898785.4,819090.4,815652.2,918316.6,941100.5,931969.1,988977.6,957135.1,863402.3,949223.4,906687.3,841331.1,919380.9,924647.3,1181828,873280.2,934806.8,856360.6,945405.3,825996.5,821249.1,600,870839.3,869581.2,600,1085120,887557.8,900970.5,667971.1,848486.2,987112.2,1011148,837297.8,907935.3,861025.3,898785.4,819090.4,815652.2,918316.6,941100.5,931969.1,988977.6,957135.1,863402.3,949223.4,906687.3,841331.1,919380.9,924647.3,1181828,873280.2,934806.8,856360.6,945405.3,825996.5,821249.1
705_2.354_193.1225,109237.5,600,600,600,600,600,490143,600,7001.039,600,600,600,292933.1,600,600,600,50565.83,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,129307.4,111881.5,600,109237.5,600,600,600,600,600,490143,600,7001.039,600,600,600,292933.1,600,600,600,50565.83,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,129307.4,111881.5,600,109237.5,600,600,600,600,600,490143,600,7001.039,600,600,600,292933.1,600,600,600,50565.83,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,129307.4,111881.5,600
706_3.433_194.1155,1638444,600,57925.87,880411.5,2424311,1208187,702328.2,600,91936.53,628851,982506.1,784846.3,63228.36,600,600,52064.21,600,487573,600,58118.24,600,373827,621340.2,600,667636.4,712094.7,734104.9,600,600,884393.8,581821.6,410394.4,600,600,527797.1,1638444,600,57925.87,880411.5,2424311,1208187,702328.2,600,91936.53,628851,982506.1,784846.3,63228.36,600,600,52064.21,600,487573,600,58118.24,600,373827,621340.2,600,667636.4,712094.7,734104.9,600,600,884393.8,581821.6,410394.4,600,600,527797.1,1638444,600,57925.87,880411.5,2424311,1208187,702328.2,600,91936.53,628851,982506.1,784846.3,63228.36,600,600,52064.21,600,487573,600,58118.24,600,373827,621340.2,600,667636.4,712094.7,734104.9,600,600,884393.8,581821.6,410394.4,600,600,527797.1
707_3.442_194.1155,786860.7,586356.9,404510.6,86807.61,72024.8,72544.95,600,553618.8,380148.1,600,103408.2,600,551570,425749.3,380182,466173,566026.3,57565.11,418072.4,553830.1,437519,46932.59,40968.63,358360.9,600,600,68009.34,419368,442713.5,600,48559.35,67170.78,522660.5,430837.5,46849.5,786860.7,586356.9,404510.6,86807.61,72024.8,72544.95,600,553618.8,380148.1,600,103408.2,600,551570,425749.3,380182,466173,566026.3,57565.11,418072.4,553830.1,437519,46932.59,40968.63,358360.9,600,600,68009.34,419368,442713.5,600,48559.35,67170.78,522660.5,430837.5,46849.5,786860.7,586356.9,404510.6,86807.61,72024.8,72544.95,600,553618.8,380148.1,600,103408.2,600,551570,425749.3,380182,466173,566026.3,57565.11,418072.4,553830.1,437519,46932.59,40968.63,358360.9,600,600,68009.34,419368,442713.5,600,48559.35,67170.78,522660.5,430837.5,46849.5
708_3.179_195.1257,224860.8,222284.4,211247,251868.9,306091,223899.3,264533.7,245551.3,245395.6,337675.9,246110.1,250953.6,92895.13,97727.55,376993.6,267279.8,183420.3,356240.2,182849.6,303330.1,325133.3,280612.6,316882.8,149478.9,210196.8,273616.8,258901.9,253822,300502.6,265080.4,283984.9,279687.2,283610.5,291707.6,266632.5,224860.8,222284.4,211247,251868.9,306091,223899.3,264533.7,245551.3,245395.6,337675.9,246110.1,250953.6,92895.13,97727.55,376993.6,267279.8,183420.3,356240.2,182849.6,303330.1,325133.3,280612.6,316882.8,149478.9,210196.8,273616.8,258901.9,253822,300502.6,265080.4,283984.9,279687.2,283610.5,291707.6,266632.5,224860.8,222284.4,211247,251868.9,306091,223899.3,264533.7,245551.3,245395.6,337675.9,246110.1,250953.6,92895.13,97727.55,376993.6,267279.8,183420.3,356240.2,182849.6,303330.1,325133.3,280612.6,316882.8,149478.9,210196.8,273616.8,258901.9,253822,300502.6,265080.4,283984.9,279687.2,283610.5,291707.6,266632.5
709_5.646_196.1102,66440.35,600,600,74844.12,600,600,600,600,59477.85,600,600,600,79413.37,65653.48,600,600,600,68217.53,600,47707.48,600,600,40713.75,600,43903.7,600,600,600,600,600,600,74791.92,600,47415.13,600,66440.35,600,600,74844.12,600,600,600,600,59477.85,600,600,600,79413.37,65653.48,600,600,600,68217.53,600,47707.48,600,600,40713.75,600,43903.7,600,600,600,600,600,600,74791.92,600,47415.13,600,66440.35,600,600,74844.12,600,600,600,600,59477.85,600,600,600,79413.37,65653.48,600,600,600,68217.53,600,47707.48,600,600,40713.75,600,43903.7,600,600,600,600,600,600,74791.92,600,47415.13,600
710_3.089_197.1053,73127.5,600,600,600,600,108821,600,600,600,600,600,600,600,600,600,600,600,600,47681.4,600,98094.92,6150.102,106379.8,139725.1,22352.33,68315.02,73812.14,600,600,600,49811.9,45821.02,95398.16,92425.84,600,73127.5,600,600,600,600,108821,600,600,600,600,600,600,600,600,600,600,600,600,47681.4,600,98094.92,6150.102,106379.8,139725.1,22352.33,68315.02,73812.14,600,600,600,49811.9,45821.02,95398.16,92425.84,600,73127.5,600,600,600,600,108821,600,600,600,600,600,600,600,600,600,600,600,600,47681.4,600,98094.92,6150.102,106379.8,139725.1,22352.33,68315.02,73812.14,600,600,600,49811.9,45821.02,95398.16,92425.84,600
711_4.342_197.1277,600,224139.7,208643.2,80579.41,30217.91,41514.11,194612.5,170798.4,2536485,222767.4,117429.3,128498.1,134302.8,86952.71,68848.02,276538.5,388459.6,171486.1,545728.5,81747.37,211204,181076.9,86982.79,4411.861,110856.2,600,75922.84,100068.2,50320.21,70086.28,146147.6,277952.2,73302.83,1135403,2298229,600,224139.7,208643.2,80579.41,30217.91,41514.11,194612.5,170798.4,2536485,222767.4,117429.3,128498.1,134302.8,86952.71,68848.02,276538.5,388459.6,171486.1,545728.5,81747.37,211204,181076.9,86982.79,4411.861,110856.2,600,75922.84,100068.2,50320.21,70086.28,146147.6,277952.2,73302.83,1135403,2298229,600,224139.7,208643.2,80579.41,30217.91,41514.11,194612.5,170798.4,2536485,222767.4,117429.3,128498.1,134302.8,86952.71,68848.02,276538.5,388459.6,171486.1,545728.5,81747.37,211204,181076.9,86982.79,4411.861,110856.2,600,75922.84,100068.2,50320.21,70086.28,146147.6,277952.2,73302.83,1135403,2298229
712_0.747_197.9328,713252.2,829050.1,941207,1054400,1566609,1293159,827583.8,1011037,475733.1,1017249,1148558,1233005,1170691,856380.8,945658.1,571798.5,533089.7,1127025,742905.3,1183189,678244.7,1125671,488843.6,496091.8,921280.8,1257955,1097865,1022413,1203320,1136274,990169.9,785834.8,667775.8,500491,583678.7,713252.2,829050.1,941207,1054400,1566609,1293159,827583.8,1011037,475733.1,1017249,1148558,1233005,1170691,856380.8,945658.1,571798.5,533089.7,1127025,742905.3,1183189,678244.7,1125671,488843.6,496091.8,921280.8,1257955,1097865,1022413,1203320,1136274,990169.9,785834.8,667775.8,500491,583678.7,713252.2,829050.1,941207,1054400,1566609,1293159,827583.8,1011037,475733.1,1017249,1148558,1233005,1170691,856380.8,945658.1,571798.5,533089.7,1127025,742905.3,1183189,678244.7,1125671,488843.6,496091.8,921280.8,1257955,1097865,1022413,1203320,1136274,990169.9,785834.8,667775.8,500491,583678.7
713_5.333_198.0871,88925.39,81078.25,56009.76,66019.92,62805.54,43929,82429.39,82452.65,65596.92,88293.14,600,58546.87,79247.63,50478.91,85323.86,600,600,57416.56,600,88912.43,62706.51,80405.8,48399.61,600,51510.22,68279.93,56528.61,67181.41,66992.79,600,62877.22,140326,54474.87,600,85018.77,88925.39,81078.25,56009.76,66019.92,62805.54,43929,82429.39,82452.65,65596.92,88293.14,600,58546.87,79247.63,50478.91,85323.86,600,600,57416.56,600,88912.43,62706.51,80405.8,48399.61,600,51510.22,68279.93,56528.61,67181.41,66992.79,600,62877.22,140326,54474.87,600,85018.77,88925.39,81078.25,56009.76,66019.92,62805.54,43929,82429.39,82452.65,65596.92,88293.14,600,58546.87,79247.63,50478.91,85323.86,600,600,57416.56,600,88912.43,62706.51,80405.8,48399.61,600,51510.22,68279.93,56528.61,67181.41,66992.79,600,62877.22,140326,54474.87,600,85018.77
714_4.563_198.0878,600,48170.04,51765.59,85900.08,600,600,600,49056.43,600,600,9946.445,7585.099,34331.56,600,600,45632.82,62761.76,600,57392.67,600,56997.75,32168.31,37477.32,600,42861.28,600,600,38118.39,600,600,600,66118.3,45382.38,51370,40991.7,600,48170.04,51765.59,85900.08,600,600,600,49056.43,600,600,9946.445,7585.099,34331.56,600,600,45632.82,62761.76,600,57392.67,600,56997.75,32168.31,37477.32,600,42861.28,600,600,38118.39,600,600,600,66118.3,45382.38,51370,40991.7,600,48170.04,51765.59,85900.08,600,600,600,49056.43,600,600,9946.445,7585.099,34331.56,600,600,45632.82,62761.76,600,57392.67,600,56997.75,32168.31,37477.32,600,42861.28,600,600,38118.39,600,600,600,66118.3,45382.38,51370,40991.7
715_3.157_198.1007,600,54861.2,600,87402.27,600,600,600,100666.6,116218,600,600,125389.2,144636.3,69462.52,81202.84,600,81520.63,60992.25,600,600,92651.55,600,67980.5,600,600,59500.6,600,61058.81,600,600,58322.94,133883.3,91063.38,108295,159056.3,600,54861.2,600,87402.27,600,600,600,100666.6,116218,600,600,125389.2,144636.3,69462.52,81202.84,600,81520.63,60992.25,600,600,92651.55,600,67980.5,600,600,59500.6,600,61058.81,600,600,58322.94,133883.3,91063.38,108295,159056.3,600,54861.2,600,87402.27,600,600,600,100666.6,116218,600,600,125389.2,144636.3,69462.52,81202.84,600,81520.63,60992.25,600,600,92651.55,600,67980.5,600,600,59500.6,600,61058.81,600,600,58322.94,133883.3,91063.38,108295,159056.3
716_9.77_198.162,248445.5,275239.8,239429.7,213467,262731.2,188623.9,237259.7,227209.9,235039,270492.4,232837.8,258030.4,228585.7,234345.1,242582.4,250465,247118.4,237122,250765.8,245670.2,255637.1,260442.1,255480.2,260891.5,240707.4,268399.6,253452.8,238253.1,235918.3,294134.3,187936.3,291831.9,215266.6,231052.2,252517.3,248445.5,275239.8,239429.7,213467,262731.2,188623.9,237259.7,227209.9,235039,270492.4,232837.8,258030.4,228585.7,234345.1,242582.4,250465,247118.4,237122,250765.8,245670.2,255637.1,260442.1,255480.2,260891.5,240707.4,268399.6,253452.8,238253.1,235918.3,294134.3,187936.3,291831.9,215266.6,231052.2,252517.3,248445.5,275239.8,239429.7,213467,262731.2,188623.9,237259.7,227209.9,235039,270492.4,232837.8,258030.4,228585.7,234345.1,242582.4,250465,247118.4,237122,250765.8,245670.2,255637.1,260442.1,255480.2,260891.5,240707.4,268399.6,253452.8,238253.1,235918.3,294134.3,187936.3,291831.9,215266.6,231052.2,252517.3
717_1.635_199.0879,600,6557.065,600,5295.916,600,600,600,47297.52,195874.9,600,600,75493.62,86469.08,600,600,48460.87,600,600,8568.402,63004.29,143222,116100.5,228889.7,600,600,48383.97,600,600,600,600,600,169942.3,600,105322.8,600,600,6557.065,600,5295.916,600,600,600,47297.52,195874.9,600,600,75493.62,86469.08,600,600,48460.87,600,600,8568.402,63004.29,143222,116100.5,228889.7,600,600,48383.97,600,600,600,600,600,169942.3,600,105322.8,600,600,6557.065,600,5295.916,600,600,600,47297.52,195874.9,600,600,75493.62,86469.08,600,600,48460.87,600,600,8568.402,63004.29,143222,116100.5,228889.7,600,600,48383.97,600,600,600,600,600,169942.3,600,105322.8,600
718_3.113_199.1234,600,89445.94,600,600,12977.39,600,62300.64,82582.98,108802.5,60969.23,63447.71,104630.1,68338.85,600,600,87867.11,19805.9,49753.55,19006.57,600,600,600,93233.24,600,13837.94,4075.681,104225,87659.2,56370.48,45313.15,57705.2,600,600,107477,85567.03,600,89445.94,600,600,12977.39,600,62300.64,82582.98,108802.5,60969.23,63447.71,104630.1,68338.85,600,600,87867.11,19805.9,49753.55,19006.57,600,600,600,93233.24,600,13837.94,4075.681,104225,87659.2,56370.48,45313.15,57705.2,600,600,107477,85567.03,600,89445.94,600,600,12977.39,600,62300.64,82582.98,108802.5,60969.23,63447.71,104630.1,68338.85,600,600,87867.11,19805.9,49753.55,19006.57,600,600,600,93233.24,600,13837.94,4075.681,104225,87659.2,56370.48,45313.15,57705.2,600,600,107477,85567.03
719_8.449_200.095,600,600,600,60611.5,600,4348.631,48467.61,45736.74,17486.13,600,38059.63,600,19371.48,600,50978.83,44636.45,600,20945.14,600,37125.7,37305.7,600,600,600,23678.6,30348.84,600,28724.27,600,27757.55,36060.38,40705.11,37441.67,35158.3,600,600,600,600,60611.5,600,4348.631,48467.61,45736.74,17486.13,600,38059.63,600,19371.48,600,50978.83,44636.45,600,20945.14,600,37125.7,37305.7,600,600,600,23678.6,30348.84,600,28724.27,600,27757.55,36060.38,40705.11,37441.67,35158.3,600,600,600,600,60611.5,600,4348.631,48467.61,45736.74,17486.13,600,38059.63,600,19371.48,600,50978.83,44636.45,600,20945.14,600,37125.7,37305.7,600,600,600,23678.6,30348.84,600,28724.27,600,27757.55,36060.38,40705.11,37441.67,35158.3,600
