Compound Name, 13 01a, 13 02a, 13 03a, 13 04a, 13 05a, 13 06a, 13 07a, 13 08a, 13 09a, 13 10a, 13 11a, 13 12a, 13 13a, 13 14a, 13 15a, 13 16a, 13 17a, 13 18a, 13 19a, 13 20a, 13 21a, 13 22a, 13 23a, 13 24a, 13 25a, 13 26a, 13 27a, 13 28a, 13 29a, 13 30a, 13 31a, 13 32a, 13 33a, 13 34a, 13 36a, 13 01b, 13 02b, 13 03b, 13 04b, 13 05b, 13 06b, 13 07b, 13 08b, 13 09b, 13 10b, 13 11b, 13 12b, 13 13b, 13 14b, 13 15b, 13 16b, 13 17b, 13 18b, 13 19b, 13 20b, 13 21b, 13 22b, 13 23b, 13 24b, 13 25b, 13 26b, 13 27b, 13 28b, 13 29b, 13 30b, 13 31b, 13 32b, 13 33b, 13 34b, 13 36b, 13 01c, 13 02c, 13 03c, 13 04c, 13 05c, 13 06c, 13 07c, 13 08c, 13 09c, 13 10c, 13 11c, 13 12c, 13 13c, 13 14c, 13 15c, 13 16c, 13 17c, 13 18c, 13 19c, 13 20c, 13 21c, 13 22c, 13 23c, 13 24c, 13 25c, 13 26c, 13 27c, 13 28c, 13 29c, 13 30c, 13 31c, 13 32c, 13 33c, 13 34c, 13 36c
696_4.656_192.1363,600,600,600,578158.9,600,600,600,600,600,600,600,600,600,600,600,600,600,535539.4,600,600,600,600,600,69371.62,600,600,600,600,600,600,600,600,600,600,600,600,600,600,578158.9,600,600,600,600,600,600,600,600,600,600,600,600,600,535539.4,600,600,600,600,600,69371.62,600,600,600,600,600,600,600,600,600,600,600,600,600,600,578158.9,600,600,600,600,600,600,600,600,600,600,600,600,600,535539.4,600,600,600,600,600,69371.62,600,600,600,600,600,600,600,600,600,600,600
697_4.367_192.1366,600,275369,600,3376.693,600,600,600,600,600,600,600,600,314373.1,600,600,600,340710.9,600,600,600,600,316536.5,600,600,287329.1,600,600,600,600,325043.8,600,600,600,600,600,600,275369,600,3376.693,600,600,600,600,600,600,600,600,314373.1,600,600,600,340710.9,600,600,600,600,316536.5,600,600,287329.1,600,600,600,600,325043.8,600,600,600,600,600,600,275369,600,3376.693,600,600,600,600,600,600,600,600,314373.1,600,600,600,340710.9,600,600,600,600,316536.5,600,600,287329.1,600,600,600,600,325043.8,600,600,600,600,600
698_4.646_192.1375,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1676889,600,600,600,600,600,600,600,600,600,15093.93,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1676889,600,600,600,600,600,600,600,600,600,15093.93,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1676889,600,600,600,600,600,600,600,600,600,15093.93,600,600,600,600,600,600,600
699_3.471_193.1102,600,600,600,81729.72,52013.3,600,600,600,600,72155.69,600,600,600,252883.1,90935.8,600,142592.6,58884.35,86025.96,600,600,294042.8,75946.07,55387.86,600,76879.64,134870.3,57878.89,600,600,256838.2,349953.8,600,600,600,600,600,600,81729.72,52013.3,600,600,600,600,72155.69,600,600,600,252883.1,90935.8,600,142592.6,58884.35,86025.96,600,600,294042.8,75946.07,55387.86,600,76879.64,134870.3,57878.89,600,600,256838.2,349953.8,600,600,600,600,600,600,81729.72,52013.3,600,600,600,600,72155.69,600,600,600,252883.1,90935.8,600,142592.6,58884.35,86025.96,600,600,294042.8,75946.07,55387.86,600,76879.64,134870.3,57878.89,600,600,256838.2,349953.8,600,600,600
700_0.535_193.1103,819428.6,73625.8,164942,743942.2,34294.12,600,633608.2,245686.1,661520.9,65970.19,692936.5,678697.6,681538.8,301191,682905.1,769494.1,690069.4,612977.2,689889.1,609056.3,69298.48,715326.1,34322.75,600,600,771080.4,686785.4,107868.6,600,600,690782.8,669765.5,725500.3,704664.4,579989.4,819428.6,73625.8,164942,743942.2,34294.12,600,633608.2,245686.1,661520.9,65970.19,692936.5,678697.6,681538.8,301191,682905.1,769494.1,690069.4,612977.2,689889.1,609056.3,69298.48,715326.1,34322.75,600,600,771080.4,686785.4,107868.6,600,600,690782.8,669765.5,725500.3,704664.4,579989.4,819428.6,73625.8,164942,743942.2,34294.12,600,633608.2,245686.1,661520.9,65970.19,692936.5,678697.6,681538.8,301191,682905.1,769494.1,690069.4,612977.2,689889.1,609056.3,69298.48,715326.1,34322.75,600,600,771080.4,686785.4,107868.6,600,600,690782.8,669765.5,725500.3,704664.4,579989.4
701_1.759_193.1103,412937.8,600,290403.6,332931.8,48376.57,33812.09,600,215513.6,289759.5,600,189483.8,223421.7,235791.7,316578.8,241802.6,524748.4,600,600,600,218454.2,600,451796.3,36457.1,600,208001.3,191340.9,265360.2,600,600,600,540888.9,600,430972.7,600,212273.6,412937.8,600,290403.6,332931.8,48376.57,33812.09,600,215513.6,289759.5,600,189483.8,223421.7,235791.7,316578.8,241802.6,524748.4,600,600,600,218454.2,600,451796.3,36457.1,600,208001.3,191340.9,265360.2,600,600,600,540888.9,600,430972.7,600,212273.6,412937.8,600,290403.6,332931.8,48376.57,33812.09,600,215513.6,289759.5,600,189483.8,223421.7,235791.7,316578.8,241802.6,524748.4,600,600,600,218454.2,600,451796.3,36457.1,600,208001.3,191340.9,265360.2,600,600,600,540888.9,600,430972.7,600,212273.6
702_2.514_193.1103,105817.2,600,201210.2,148124.8,600,55396.14,600,158924.3,36630.18,600,177121.5,188039.1,600,600,63142.13,222827.7,220494.7,171448.6,145787.7,110574.5,600,600,600,600,125467.9,204760.3,151637.8,22991.6,600,600,87822.36,600,177688.4,600,205269.2,105817.2,600,201210.2,148124.8,600,55396.14,600,158924.3,36630.18,600,177121.5,188039.1,600,600,63142.13,222827.7,220494.7,171448.6,145787.7,110574.5,600,600,600,600,125467.9,204760.3,151637.8,22991.6,600,600,87822.36,600,177688.4,600,205269.2,105817.2,600,201210.2,148124.8,600,55396.14,600,158924.3,36630.18,600,177121.5,188039.1,600,600,63142.13,222827.7,220494.7,171448.6,145787.7,110574.5,600,600,600,600,125467.9,204760.3,151637.8,22991.6,600,600,87822.36,600,177688.4,600,205269.2
703_0.289_193.1103,600,117027,93706.19,600,45634.35,83076.84,600,111242.6,600,78149.34,600,600,600,437973.1,600,600,600,600,600,600,600,600,600,111586.4,344005,600,600,600,600,80000.92,600,600,600,600,600,600,117027,93706.19,600,45634.35,83076.84,600,111242.6,600,78149.34,600,600,600,437973.1,600,600,600,600,600,600,600,600,600,111586.4,344005,600,600,600,600,80000.92,600,600,600,600,600,600,117027,93706.19,600,45634.35,83076.84,600,111242.6,600,78149.34,600,600,600,437973.1,600,600,600,600,600,600,600,600,600,111586.4,344005,600,600,600,600,80000.92,600,600,600,600,600
704_3.049_193.1104,911348.5,882613.6,894967.6,600,1114137,905483.1,1017760,813793.4,853129.6,978679.4,600,858459.7,820798.8,824313.9,898019.1,803597.6,843952.1,878175.9,947109.3,906014.4,828323.5,950877.8,988892.4,1039637,941087.3,963032.7,973759,934149.7,866129.3,867201.8,1045070,932010.5,815016,944836.5,828623.1,911348.5,882613.6,894967.6,600,1114137,905483.1,1017760,813793.4,853129.6,978679.4,600,858459.7,820798.8,824313.9,898019.1,803597.6,843952.1,878175.9,947109.3,906014.4,828323.5,950877.8,988892.4,1039637,941087.3,963032.7,973759,934149.7,866129.3,867201.8,1045070,932010.5,815016,944836.5,828623.1,911348.5,882613.6,894967.6,600,1114137,905483.1,1017760,813793.4,853129.6,978679.4,600,858459.7,820798.8,824313.9,898019.1,803597.6,843952.1,878175.9,947109.3,906014.4,828323.5,950877.8,988892.4,1039637,941087.3,963032.7,973759,934149.7,866129.3,867201.8,1045070,932010.5,815016,944836.5,828623.1
705_2.354_193.1225,600,600,32004.99,600,600,600,603638.4,600,600,600,600,600,600,600,84992.65,143216,600,600,600,600,600,600,600,600,600,600,600,600,81266.38,600,282933.5,600,600,600,600,600,600,32004.99,600,600,600,603638.4,600,600,600,600,600,600,600,84992.65,143216,600,600,600,600,600,600,600,600,600,600,600,600,81266.38,600,282933.5,600,600,600,600,600,600,32004.99,600,600,600,603638.4,600,600,600,600,600,600,600,84992.65,143216,600,600,600,600,600,600,600,600,600,600,600,600,81266.38,600,282933.5,600,600,600,600
706_3.433_194.1155,623109.3,597903.8,1326374,701536.3,1331070,1178730,874074.4,623583.4,914999.8,959062.3,759153,743582.4,68175.93,862896.2,1048515,600,1008118,946174.3,1601584,1355206,997854.1,1753185,2013524,1540081,1429069,1090862,1459046,1458238,1510492,971116.2,787091.3,2261491,1932963,1461344,744140.7,623109.3,597903.8,1326374,701536.3,1331070,1178730,874074.4,623583.4,914999.8,959062.3,759153,743582.4,68175.93,862896.2,1048515,600,1008118,946174.3,1601584,1355206,997854.1,1753185,2013524,1540081,1429069,1090862,1459046,1458238,1510492,971116.2,787091.3,2261491,1932963,1461344,744140.7,623109.3,597903.8,1326374,701536.3,1331070,1178730,874074.4,623583.4,914999.8,959062.3,759153,743582.4,68175.93,862896.2,1048515,600,1008118,946174.3,1601584,1355206,997854.1,1753185,2013524,1540081,1429069,1090862,1459046,1458238,1510492,971116.2,787091.3,2261491,1932963,1461344,744140.7
707_3.442_194.1155,1322415,42626.15,74427.79,119879.1,47817.71,40169.2,600,600,46788.63,600,896472.6,8087.022,560064.8,600,88455.77,582124.9,1387.681,600,53442.3,55587.32,42065.34,82071.2,600,600,600,600,45811.19,51617.82,72050.28,600,5888.005,72184.85,25783.62,600,600,1322415,42626.15,74427.79,119879.1,47817.71,40169.2,600,600,46788.63,600,896472.6,8087.022,560064.8,600,88455.77,582124.9,1387.681,600,53442.3,55587.32,42065.34,82071.2,600,600,600,600,45811.19,51617.82,72050.28,600,5888.005,72184.85,25783.62,600,600,1322415,42626.15,74427.79,119879.1,47817.71,40169.2,600,600,46788.63,600,896472.6,8087.022,560064.8,600,88455.77,582124.9,1387.681,600,53442.3,55587.32,42065.34,82071.2,600,600,600,600,45811.19,51617.82,72050.28,600,5888.005,72184.85,25783.62,600,600
708_3.179_195.1257,330200.8,600,301120.4,263834.5,296893.3,162466.5,301756.6,219869.6,233601.4,111525.5,275409,333057.5,244483.4,258183.9,290126.3,208377.7,43008.47,235941.7,272862.7,30489.49,198880.2,266774.3,149389.2,250918.7,275528.9,30955.03,235966.8,95995.09,250731.4,154304.3,330985.2,271758.9,246034.1,308546.7,284739.9,330200.8,600,301120.4,263834.5,296893.3,162466.5,301756.6,219869.6,233601.4,111525.5,275409,333057.5,244483.4,258183.9,290126.3,208377.7,43008.47,235941.7,272862.7,30489.49,198880.2,266774.3,149389.2,250918.7,275528.9,30955.03,235966.8,95995.09,250731.4,154304.3,330985.2,271758.9,246034.1,308546.7,284739.9,330200.8,600,301120.4,263834.5,296893.3,162466.5,301756.6,219869.6,233601.4,111525.5,275409,333057.5,244483.4,258183.9,290126.3,208377.7,43008.47,235941.7,272862.7,30489.49,198880.2,266774.3,149389.2,250918.7,275528.9,30955.03,235966.8,95995.09,250731.4,154304.3,330985.2,271758.9,246034.1,308546.7,284739.9
709_5.646_196.1102,37149.86,43110.64,600,600,600,600,48634.07,600,600,72843.83,70810.16,34335.88,91977.63,34569.41,600,600,59188.59,77526.63,38361.18,600,600,48894.09,600,36909.04,36573.92,600,600,600,600,35649.59,81200.95,97297.64,66296.3,26516.72,51429.37,37149.86,43110.64,600,600,600,600,48634.07,600,600,72843.83,70810.16,34335.88,91977.63,34569.41,600,600,59188.59,77526.63,38361.18,600,600,48894.09,600,36909.04,36573.92,600,600,600,600,35649.59,81200.95,97297.64,66296.3,26516.72,51429.37,37149.86,43110.64,600,600,600,600,48634.07,600,600,72843.83,70810.16,34335.88,91977.63,34569.41,600,600,59188.59,77526.63,38361.18,600,600,48894.09,600,36909.04,36573.92,600,600,600,600,35649.59,81200.95,97297.64,66296.3,26516.72,51429.37
710_3.089_197.1053,600,600,71334.45,109483.5,61286.51,133083.7,600,600,600,600,600,179648.3,100354.9,600,600,3233.275,600,53875.92,600,600,600,600,76986.13,116979.1,600,76018.18,600,600,194722.6,43971.68,600,600,125852.3,600,39939.52,600,600,71334.45,109483.5,61286.51,133083.7,600,600,600,600,600,179648.3,100354.9,600,600,3233.275,600,53875.92,600,600,600,600,76986.13,116979.1,600,76018.18,600,600,194722.6,43971.68,600,600,125852.3,600,39939.52,600,600,71334.45,109483.5,61286.51,133083.7,600,600,600,600,600,179648.3,100354.9,600,600,3233.275,600,53875.92,600,600,600,600,76986.13,116979.1,600,76018.18,600,600,194722.6,43971.68,600,600,125852.3,600,39939.52
711_4.342_197.1277,38377.73,180025.1,206880.6,85866.85,25025.54,600,249315.8,173417.4,361554.7,236203,115799.6,209621.2,154403.6,100834.1,71717.27,2960578,379316.3,197403.3,674820.8,59513.49,108225.3,165102.8,120260.7,85853.97,128640.6,101071.8,82811.47,104702.5,43236.23,375598.7,244461.5,120491,1067110,73864.77,1808321,38377.73,180025.1,206880.6,85866.85,25025.54,600,249315.8,173417.4,361554.7,236203,115799.6,209621.2,154403.6,100834.1,71717.27,2960578,379316.3,197403.3,674820.8,59513.49,108225.3,165102.8,120260.7,85853.97,128640.6,101071.8,82811.47,104702.5,43236.23,375598.7,244461.5,120491,1067110,73864.77,1808321,38377.73,180025.1,206880.6,85866.85,25025.54,600,249315.8,173417.4,361554.7,236203,115799.6,209621.2,154403.6,100834.1,71717.27,2960578,379316.3,197403.3,674820.8,59513.49,108225.3,165102.8,120260.7,85853.97,128640.6,101071.8,82811.47,104702.5,43236.23,375598.7,244461.5,120491,1067110,73864.77,1808321
712_0.747_197.9328,874336.5,1610659,1363352,1422281,2233129,1286357,818601.6,1289708,620706.8,870593.9,1084365,1094436,1212630,836865.8,786180.4,491505.5,502138.5,1085066,484709.8,1213925,1428771,1259988,432412.5,478418.2,1218968,1344202,1489569,1229143,1667607,548344.9,678379.9,732755.9,687180.4,784869.8,834786.6,874336.5,1610659,1363352,1422281,2233129,1286357,818601.6,1289708,620706.8,870593.9,1084365,1094436,1212630,836865.8,786180.4,491505.5,502138.5,1085066,484709.8,1213925,1428771,1259988,432412.5,478418.2,1218968,1344202,1489569,1229143,1667607,548344.9,678379.9,732755.9,687180.4,784869.8,834786.6,874336.5,1610659,1363352,1422281,2233129,1286357,818601.6,1289708,620706.8,870593.9,1084365,1094436,1212630,836865.8,786180.4,491505.5,502138.5,1085066,484709.8,1213925,1428771,1259988,432412.5,478418.2,1218968,1344202,1489569,1229143,1667607,548344.9,678379.9,732755.9,687180.4,784869.8,834786.6
713_5.333_198.0871,110347.5,600,94119.49,82547.34,73519.63,79670.89,108986.3,96382.54,71569.68,85210.84,105754.8,106183.2,107885.5,83742.08,92098.25,90081.22,76150.42,69379.27,137882.1,114686.7,21457.03,111620.2,91370.86,21380.66,600,125125,85778.83,67998.89,74391.71,85333.41,64650.26,112258.3,67804.4,600,600,110347.5,600,94119.49,82547.34,73519.63,79670.89,108986.3,96382.54,71569.68,85210.84,105754.8,106183.2,107885.5,83742.08,92098.25,90081.22,76150.42,69379.27,137882.1,114686.7,21457.03,111620.2,91370.86,21380.66,600,125125,85778.83,67998.89,74391.71,85333.41,64650.26,112258.3,67804.4,600,600,110347.5,600,94119.49,82547.34,73519.63,79670.89,108986.3,96382.54,71569.68,85210.84,105754.8,106183.2,107885.5,83742.08,92098.25,90081.22,76150.42,69379.27,137882.1,114686.7,21457.03,111620.2,91370.86,21380.66,600,125125,85778.83,67998.89,74391.71,85333.41,64650.26,112258.3,67804.4,600,600
714_4.563_198.0878,62057.21,600,50708.86,43542.33,7333.499,3064.87,600,600,600,600,600,600,28033.89,600,600,31768.64,600,600,15992.65,600,600,600,27840.24,54752.71,34118.57,30182.98,45354.2,25636.1,600,55299.34,600,600,27382.01,43207.39,600,62057.21,600,50708.86,43542.33,7333.499,3064.87,600,600,600,600,600,600,28033.89,600,600,31768.64,600,600,15992.65,600,600,600,27840.24,54752.71,34118.57,30182.98,45354.2,25636.1,600,55299.34,600,600,27382.01,43207.39,600,62057.21,600,50708.86,43542.33,7333.499,3064.87,600,600,600,600,600,600,28033.89,600,600,31768.64,600,600,15992.65,600,600,600,27840.24,54752.71,34118.57,30182.98,45354.2,25636.1,600,55299.34,600,600,27382.01,43207.39,600
715_3.157_198.1007,92196.3,600,600,109647.5,600,600,600,69899.66,113322,600,102422.7,116947.1,86576.2,62267.1,71292.35,171988,600,56598,600,600,27962.87,121673.1,94846.95,600,54425.25,104146.3,116973.4,600,600,98279.77,600,600,23659.15,133752.3,600,92196.3,600,600,109647.5,600,600,600,69899.66,113322,600,102422.7,116947.1,86576.2,62267.1,71292.35,171988,600,56598,600,600,27962.87,121673.1,94846.95,600,54425.25,104146.3,116973.4,600,600,98279.77,600,600,23659.15,133752.3,600,92196.3,600,600,109647.5,600,600,600,69899.66,113322,600,102422.7,116947.1,86576.2,62267.1,71292.35,171988,600,56598,600,600,27962.87,121673.1,94846.95,600,54425.25,104146.3,116973.4,600,600,98279.77,600,600,23659.15,133752.3,600
716_9.77_198.162,244519,259256,256440.3,245352.5,215186,254385.7,234954.9,220955.7,222969.1,272336.9,283246.5,247972.5,281674.7,284486.2,288023.1,299723.2,266128,279401.7,309711.4,300997.3,292257.5,314665.2,310799.5,323704.8,290282.1,283492.9,187847.5,291865.1,332164.8,236580,297206.1,285018.9,290481.3,278520.3,191222,244519,259256,256440.3,245352.5,215186,254385.7,234954.9,220955.7,222969.1,272336.9,283246.5,247972.5,281674.7,284486.2,288023.1,299723.2,266128,279401.7,309711.4,300997.3,292257.5,314665.2,310799.5,323704.8,290282.1,283492.9,187847.5,291865.1,332164.8,236580,297206.1,285018.9,290481.3,278520.3,191222,244519,259256,256440.3,245352.5,215186,254385.7,234954.9,220955.7,222969.1,272336.9,283246.5,247972.5,281674.7,284486.2,288023.1,299723.2,266128,279401.7,309711.4,300997.3,292257.5,314665.2,310799.5,323704.8,290282.1,283492.9,187847.5,291865.1,332164.8,236580,297206.1,285018.9,290481.3,278520.3,191222
717_1.635_199.0879,600,6905.931,600,600,600,600,133480.5,138224.1,10750.88,600,600,101923.3,600,600,600,260978.7,600,600,186113.3,600,600,168091.4,600,600,124965.9,103704.5,600,600,600,19979.89,34949.89,600,142017.8,122564.4,101900.3,600,6905.931,600,600,600,600,133480.5,138224.1,10750.88,600,600,101923.3,600,600,600,260978.7,600,600,186113.3,600,600,168091.4,600,600,124965.9,103704.5,600,600,600,19979.89,34949.89,600,142017.8,122564.4,101900.3,600,6905.931,600,600,600,600,133480.5,138224.1,10750.88,600,600,101923.3,600,600,600,260978.7,600,600,186113.3,600,600,168091.4,600,600,124965.9,103704.5,600,600,600,19979.89,34949.89,600,142017.8,122564.4,101900.3
718_3.113_199.1234,50757.05,9578.1,106031.6,600,600,600,73116.83,65290.14,600,2458.963,59431.41,90374.25,86784.45,600,60885.92,600,91700.19,46665.52,103210.9,114039.7,6433.642,600,600,9917.44,105627.1,600,600,8081.806,4924.265,600,74905.14,58261.02,600,600,600,50757.05,9578.1,106031.6,600,600,600,73116.83,65290.14,600,2458.963,59431.41,90374.25,86784.45,600,60885.92,600,91700.19,46665.52,103210.9,114039.7,6433.642,600,600,9917.44,105627.1,600,600,8081.806,4924.265,600,74905.14,58261.02,600,600,600,50757.05,9578.1,106031.6,600,600,600,73116.83,65290.14,600,2458.963,59431.41,90374.25,86784.45,600,60885.92,600,91700.19,46665.52,103210.9,114039.7,6433.642,600,600,9917.44,105627.1,600,600,8081.806,4924.265,600,74905.14,58261.02,600,600,600
719_8.449_200.095,70341.13,600,600,600,55127.5,600,600,15351.55,62929.14,600,22618.59,25264.36,59657.41,58185.09,28067.27,48330.59,20103.03,600,48955.61,13339.72,600,37624.87,63049,600,48022.82,27971.78,600,50278.92,48436.6,600,54429.45,65612.25,16469.57,19728.25,59346.7,70341.13,600,600,600,55127.5,600,600,15351.55,62929.14,600,22618.59,25264.36,59657.41,58185.09,28067.27,48330.59,20103.03,600,48955.61,13339.72,600,37624.87,63049,600,48022.82,27971.78,600,50278.92,48436.6,600,54429.45,65612.25,16469.57,19728.25,59346.7,70341.13,600,600,600,55127.5,600,600,15351.55,62929.14,600,22618.59,25264.36,59657.41,58185.09,28067.27,48330.59,20103.03,600,48955.61,13339.72,600,37624.87,63049,600,48022.82,27971.78,600,50278.92,48436.6,600,54429.45,65612.25,16469.57,19728.25,59346.7
720_7.512_200.1202,33521.81,35590.18,32114.12,32264.47,30656.91,30286.28,31928.68,26701.01,26728.46,36836.59,37435.02,26063.33,38558.05,40925.74,37144.46,36000.54,35898.47,38708.5,38559.52,38227.22,31940,34620.59,39659.67,38608.27,36101.34,38387.35,36444.02,39677.13,35537.07,35868.93,35679.33,33748.69,31414.61,35642.52,25892.46,33521.81,35590.18,32114.12,32264.47,30656.91,30286.28,31928.68,26701.01,26728.46,36836.59,37435.02,26063.33,38558.05,40925.74,37144.46,36000.54,35898.47,38708.5,38559.52,38227.22,31940,34620.59,39659.67,38608.27,36101.34,38387.35,36444.02,39677.13,35537.07,35868.93,35679.33,33748.69,31414.61,35642.52,25892.46,33521.81,35590.18,32114.12,32264.47,30656.91,30286.28,31928.68,26701.01,26728.46,36836.59,37435.02,26063.33,38558.05,40925.74,37144.46,36000.54,35898.47,38708.5,38559.52,38227.22,31940,34620.59,39659.67,38608.27,36101.34,38387.35,36444.02,39677.13,35537.07,35868.93,35679.33,33748.69,31414.61,35642.52,25892.46
721_0.753_200.967,114390.7,600,600,119585,167935.3,600,86369.39,7688.744,81541.98,135580.2,600,600,600,600,4374.039,40052.82,40165.57,129612.6,26158.13,600,147078.6,151073.6,21330.77,27161.14,600,5621.052,600,600,600,22179.17,102371.3,135648.3,96061.9,50003,116634.4,114390.7,600,600,119585,167935.3,600,86369.39,7688.744,81541.98,135580.2,600,600,600,600,4374.039,40052.82,40165.57,129612.6,26158.13,600,147078.6,151073.6,21330.77,27161.14,600,5621.052,600,600,600,22179.17,102371.3,135648.3,96061.9,50003,116634.4,114390.7,600,600,119585,167935.3,600,86369.39,7688.744,81541.98,135580.2,600,600,600,600,4374.039,40052.82,40165.57,129612.6,26158.13,600,147078.6,151073.6,21330.77,27161.14,600,5621.052,600,600,600,22179.17,102371.3,135648.3,96061.9,50003,116634.4
722_3.035_201.1022,9674.664,25050.05,600,600,600,600,600,600,80177.34,600,600,38729.46,22469,600,11815.3,600,93978.03,600,600,60506.83,19894.33,600,26775.2,600,87107.06,58792.89,600,33095.56,600,28349.63,600,13764.54,58769.29,68764.69,600,9674.664,25050.05,600,600,600,600,600,600,80177.34,600,600,38729.46,22469,600,11815.3,600,93978.03,600,600,60506.83,19894.33,600,26775.2,600,87107.06,58792.89,600,33095.56,600,28349.63,600,13764.54,58769.29,68764.69,600,9674.664,25050.05,600,600,600,600,600,600,80177.34,600,600,38729.46,22469,600,11815.3,600,93978.03,600,600,60506.83,19894.33,600,26775.2,600,87107.06,58792.89,600,33095.56,600,28349.63,600,13764.54,58769.29,68764.69,600
723_2.491_201.1732,600,27725.81,600,64152.63,600,600,600,58702.36,600,600,74626.27,71443.68,47818.68,70081.78,600,56890.23,90033.42,92013.37,206823.6,186428.6,600,78813.49,600,600,72914.26,42224.33,110799.6,600,600,600,600,600,600,42558.12,70568.38,600,27725.81,600,64152.63,600,600,600,58702.36,600,600,74626.27,71443.68,47818.68,70081.78,600,56890.23,90033.42,92013.37,206823.6,186428.6,600,78813.49,600,600,72914.26,42224.33,110799.6,600,600,600,600,600,600,42558.12,70568.38,600,27725.81,600,64152.63,600,600,600,58702.36,600,600,74626.27,71443.68,47818.68,70081.78,600,56890.23,90033.42,92013.37,206823.6,186428.6,600,78813.49,600,600,72914.26,42224.33,110799.6,600,600,600,600,600,600,42558.12,70568.38
